'      號
6/d1      牌
6/di      轢
6/f           軠
6/fc   閉起
6/i   闑
6/i        轢
6/m.     閉守
6/mf    閉塞
6/o         閉口
6/on    閉嘴
6/s        牌
6/tr    闔第光臨
6/u1           閉幕
6/ud       閉著
6/y   關節炎
6/zk      軫懷
6/zs       軫悼
6/zu            軫恤
60           連
60         逋
60 六十
60,x     連獲
60.            門鈴
60/u  連篇
600            逋
6008           連鎖
600x            連發
601      關鍵詞
602      六十年
6022      連年
603x 連敗
604      關鍵點
604d        連署
605            車錢
605f          連理
605k      連環
6060   連連
606t        連繫
6078         連貫
607t      連累
608            六十分
609e          連上
60a3        連作
60a5     連任
60af           連坐
60ao          連合
60ax   連假
60b           開發了
60b           軟釘子
60b0     連通
60c     連鎖店
60d       連日
60e  闋
60e.  連亙
60ev          闋
60ev      連天
60f0 斬釘截鐵
60f5  連載
60f5      連城
60fp        連聲
60gc     開發推廣
60gl    連接
60h.  連璧
60h5      連成
60hc   連鎖反應
60i8    連橫
60ix        連枝
60j,          連勝
60jf     連雞
60k0          連夜
60k0       將錯就錯
60ka        連袂
60kp          連部
60kt         連襟
60m          關鍵字
60mo     連同
60no           連名
60o            開發中
60o         轉發器
60o1         連串
60o5          連戰
60o7m           開發中國家
60oq      連號
60p        連身
60p,         連隊
60p.         連射
60pk      連長
60q0 逋逃
60qx 連破
60r0           連選
60s1  連帶
60sf 連在
60sj            連朝
60t1         連綿
60t8   連續
60td           擊鍵當量
60to         連結
60to      連絡
60tx       連線
60tx 連綴
60ud      連著
60uf  連莊
60v           闋
60vm          開發利用
60xr         連江
60z 關鍵性
60z          連鎖性
60zl    連忙
61            牌
61         誾
61   片言
61,x       斬獲
61.           轉變為
61/    門診
61/;      鬧鬼
61/c           牌九
610.        鬧鈴
610f         鬧鐘
612s   聞一知十
6143 斬罪
616          閘門
6161            閒言閒語
616u   斬開
618n      斬分
619i         牌桌
61a8   牌價
61a8 開誠佈公
61ak   牌位
61am      片言隻字
61bg           牌子
61ca            鬧病
61cn            鬧劇
61dy      牌照
61e8        斬頭
61ej  鬧事
61ex 片言可決
61f.      牌坊
61g,  片言折獄
61gn            轉彎抹角
61h         轉變成
61h.            鬧房
61hm          裝訂成冊
61hn            斬劈
61ho           牌局
61hp         牌面
61il    牌樓
61ix      閘板
61jb           鬧翻
61k       門診部
61k1   斬新
61k1            鬧市
61k1        將計就計
61la      斬妖
61ma      輕諾寡信
61mt        閒話家常
61o     閘口
61o  閱讀器
61oe   鬧喧
61oq           牌號
61ro          鬧區
61ru           牌匾
61t            裝訂線
61t         間諜網
61t1       斬斷
61u0        閘道
61u3    斬首
61ww  鬧出
61x8   鬧酒
61xa         斬決
61xs   軟語溫存
62 闈
62 鬥牛
622     闈
6237          六韜三略
6262       轔轔
627r      六年國建
62a    壯年人
62d            輹
62dx      輹
62e  門生
62f        鬥牛士
62f/        闈場
62h           將造成
62hb    開物成務
62km   門無雜賓
62o         闈
62o2      闈
62se     門生故吏
62t        六年級
62v            軼
62x     輹
63       片目
63.            闃
63.j          轉敗為勝
636      轉眼間
636           轉瞬間
637          開眼界
63au        輕財仗義
63hm      轉眼成空
63hy       轉眼成煙
63k      闅
63k6        轉眼之間
63k6    轉瞬之間
63kx  闅
63mp  閉目塞聽
63oh        問鼎中原
63uk  閉目養神
63v 闃
63v.            闃
63x 闅
63x7        閉目沉思
64  闌
64.k      閒置資產
640    關西鎮
640    六點鐘
644            輕飄飄
645   閻羅王
645u     闌珊
64a1          開羅會議
64bf 閻羅包老
64e            轘
64e      闤
64e   六點正
64ek    轘
64ek            闤
64es    闌干
64f 闉
64h            開票所
64hc       闌尾
64k        轘
64k 闤
64k7      關西高農
64kt7        關西高級農業職業學校
64m1   開羅宣言
64o      開罰單
64t     門票
64t  車票
65 閏
65   軠
65/            開玩笑
650    閮
651    連環計
6522           閏年
6535            戕賊
656      閥門
656q    閥閱
657           連環圖
657r     連環圖畫
658      閻王爺
65d          閏日
65i           連理枝
65j 閏月
65k       門環
65l3   閻王好見，小鬼難纏
65mo          戕害
65q       連珠砲
65r        連環畫
65xv    軟玉溫香
65y      連珠炮
66        輔
66.. 關於
66/      輕輕的
66/e       輕車簡從
66/m           閉關自守
66/p  關節
660 轋
6600  關鍵
6607       閉關鎮國
660t          閃閃發光
661     車牌
661            門牌
661m 閉門謝客
661q          關說
6626    閉門造車
663w        開門見山
664  關西
665           門閥
666    轟
666       關門
666/   關閉
6660 關連
6666    轟轟
6666     關關
666g         轟擊
667ae      開門七件事
667ae           開門七件事，柴米油鹽醬醋茶
667m        閉門思過
6681        輔幣
668; 關公
668g      閉門卻掃
669         軒轅路
6699       關卡
669e          關上
66a           車輛
66a          關入
66a    連繫人
66a0     關進
66ae  輔仁
66ao        關餉
66ar         輔佐
66at        關係
66b         關閉了
66b8  輔翼
66bb         關羽
66bg    關子
66c     車軌
66cb 將門虎子
66cj 關廟
66cn     關切
66d     車間
66dy    關照
66e      門閂
66e.8    關連式資料庫
66e8         關頭
66ee           轟轟烈烈
66ev      關天
66f         輕輕地
66f     軒轅教
66f9 轟走
66fc   關起
66gs     關掉
66gx    開門揖盜
66h/       悶悶不樂
66ha        輾轉反側
66hw        關島
66i5    關棧
66i7         關檔
66ia     輔車相依
66id    關東
66ii       門牆桃李
66im            關閉檔案
66j,         輔助
66jx          關愛
66jy     轟然
66k9          輕車熟路
66m.    斬將搴旗
66mp    連繫實際
66n9         關外
66o         關口
66o          門牆
66o    車輪戰
66o     關閉中
66o1  關中
66o8 關員
66oq          門牌號碼
66oq    車牌號碼
66p.      關防
66p6        關聯
66pe    轟隆
66pp            輕輕鬆鬆
66pu      關隘
66r/           連繫群眾
66r0         輔選
66r5            牖民
66rb     輔弼
66rt 關緊
66s    車牌
66s          門牌
66u       車輪
66u      閉門羹
66u.          輔導
66ub           連繫業務
66ud           關著
66v            輔大
66v           問問看
66v,     轟動
66v   聞聞看
66vf 關門大吉
66vq            關稅
66w     關山
66xf   關注
66xx           關渡
66y3  轟炸
66yu       關燈
66z           關心
66zk            關懷
67           輻
67.            將因為
676a        輻輳
677          轠
6777         轠
679       將因此
67af  轉圜餘地
67i           閫
67p.   輻射
67s    軸
67t 壯圍鄉
67tad      開國紀念日
67vf           輜重
67xa 輻湊
67z    連貫性
68       醬
68/         輸精管
680           六分鐘
682    轔
682r  醬缸
687k     醬園
688  輶
688    門類
689t  醬紫
68c       裝配廠
68c         輾米廠
68d         問分明
68e  鬧分裂
68h0     醬瓜
68k1  六分之一
68n   轔
68n2            轔
68nc  醬色
68o         閱
68o            輍
68oq       閱
68pk            將欲取之，必先與之
68q     閱
68ui       醬菜
68x 裝糊塗
68xc            闐池
68xs   醬油
69     爿
69           丱
6920   開路先鋒
693  閉上眼
695      軌跡球
69e   車上
69mk        閉路電視
69o         六路
69o       門路
69w  門齒
6;  閩
6;/b         閩粵
6;9c       閩北
6;; 鬥蟋蟀
6;e          狀態列
6;lc 連台好戲
6;o        軩
6;ss  閩南
6;t3          閩省
6;u            閞
6;xr            閩江
6a           閃
6a.          軵
6a.   軨
6a.            將低於
6a.       將會於
6a.           轉化為
6a.u       軟盤
6a/      軫
6a/r           軟管
6a1     問候語
6a1     轉個彎
6a1  關係詞
6a19 六合一路
6a1a        輸入設備
6a1o 闕詞
6a1o  軟語
6a22       閃舞
6a29 六合二路
6a2v           閃失
6a2v    闕失
6a5  閥
6a5  輇
6a5q    閃現
6a6       開倒車
6a6a       閃閃
6a6c    將信將疑
6a6u 閃開
6a8o        軟糖
6a9   輔仁路
6a9           六合路
6aa            將你們
6aa       將他們
6aa       將促使
6aa     關係人
6aa2           軟件
6aac      軟化
6aau       關係企業
6ab  軨
6ab 闟
6ab            軡
6ab.         軨
6ac9       闕疑
6acai         暫估應付機料款
6acx       軟皮
6ae       閥
6ae         轉念頭
6ae 輔仁街
6ae5    閥
6ae5   軟式
6ae9   闕下
6af        輇
6af    閵
6af  暫付款
6ag   軵
6ag.            軵
6ah0         閃避
6ah6p            輸人不輸陣
6aha       問個不停
6ai         軟木
6ai   開飲機
6ai/   軟梯
6ait       軟禁
6aj           輸
6aj            牏
6aj 六合彩
6aj 六個月
6aje      六個月後
6ajn            輸
6ajn  牏
6ajp   軟腳
6ak           閵
6ak        將全部
6ak     將會就
6akj          軟膏
6akp        六信商職
6akq       閃亮
6aktk 六信高級商業職業學校
6akto       輔仁高級中學
6akx      闕文
6alo    闕如
6am    輪
6am0          閃過
6amc  閃電
6amc 關係密切
6amj          軟骨
6amu    輪
6amu    軟體
6an       輸
6an          牏
6an     片假名
6an;  閱人多矣
6ana     閒人免進
6ao 閤
6ao         闟
6ao 牄
6ao      裝飾品
6ao          輸入品
6ao   轉化器
6aob        闟
6ap 閃身
6api        閃躲
6aq         輸入碼
6aq;    軟風
6aqi            軟碟
6aqx         軟硬
6ar           牄
6ar.     軟弱
6ar;      軟件功能
6aro     牄
6as    將會在
6as    將會有
6asg   閃存
6atf        閃耀
6atq     閃光
6au      輪
6au       連合道
6aud 閃著
6av,          閃動
6avc          軟毛
6avw 輔仁大學
6aw       裝飾學
6aww 閃出
6ax    輸入法
6ax   連坐法
6ax1f     輸入法論壇
6ax2h        輸入法生成器
6axe;          輸入法平台
6axm        闕漏
6axmo     輸入法容器
6ayi         閃爍
6az 開創性
6az         裝飾性
6aze       軟性
6b    闖
6b,     輮
6b,i     輮
6b/      轇
6b1            輷
6b5   闖王
6b6.     闖將
6b66  闖關
6b9            壯勇路
6ba     闖入
6ba0 闖進
6bb  轇
6bb/            轇
6be9            闖下
6bg           車子
6bg          門子
6bi          輮
6bj 車騎
6bko           闖禍
6bo     軥
6br      車馬費
6bu/ 闖蕩
6bw         關子嶺
6c   軋
6c 轆
6c./            轉虧為盈
6c/ 軌
6c/           輸氣管
6c/c        軌範
6c0  門庭
6c3            車廂
6c6         車庫
6c6c    轆轆
6c6u         轆轤
6c6x    軌轍
6c7        轤
6c7u      轤
6c8       鬥氣
6c9r           軌距
6c9t         軌跡
6ca       閹人
6ca    軋入
6cc5  軋戲
6ce   車底
6ce1     軋平
6cec  軋死
6cf  車座
6cf.           閹寺
6cfa      裝瘋賣傻
6ci       車床
6cjf            閹雞
6cm0      軋過
6cmn         閹割
6cp 門廊
6ct 關廟鄉
6cu          轤
6cu0         軌道
6cuk       門庭若市
6cw            軘
6cw    片麻岩
6cw  片麻巖
6cx  車廠
6d      間
6d.        六日遊
6d/02            問題的發生
6d/02    問題的發生是
6d/02           問題的發生是因為
6d/02            問題的發生是不能避免的
6d/02  問題的發生是可以避免的
6d/2h      問題的造成
6d/60         問題的關鍵是
6d/6l   問題的開始
6d/a4     問題的焦點是
6d/d6      問題的時間性
6d/dd       問題的是是非非
6d/eh            問題的形成
6d/hs       問題的所在是
6d/j1      問題的爭論
6d/jk          問題的爭端
6d/k2            問題的產生
6d/k2         問題的產生是因為
6d/k2           問題的產生是不能避免的
6d/k2            問題的產生是可以避免的
6d/kk   問題的複雜
6d/kk         問題的複雜性
6d/kk 問題的複雜化
6d/nx  問題的解決
6d/sc    問題的難度
6d/td   問題的結果
6d/v4            問題的重要性
6d/v4      問題的重點是
6d/w5 問題的出現
6d1        閘
6d1i      間諜
6d2y            暫無
6d6          裝甲車
6d66            間關
6d6u    閶闔
6d9r     間距
6da3      暫作
6da9    暫時停止
6dad         暫借
6daf 暫住
6daj 暫停
6db     輵
6db  闒
6dbb      闒
6dbl            輵
6dc     輥
6dcc          輥
6dd 閶
6dd  問題是
6dd.   暫時
6dda      間歇
6dda            暫歇
6de     開明街
6de5        間或
6dej      暫行
6dfq      連最起碼
6dgl           間接
6dh  裝甲兵
6dh      裝甲師
6dhr            片甲不留
6di    輠
6di 連日來
6dje         暫且
6djy           闇然
6dkf     間雜
6dkf          暫離
6dkp   裝甲部隊
6dkr     開明商工
6dktk      開明高級商工職業學校
6dktk           開明高級商業工業職業學校
6dkto            開明高級中學
6dktr          開明高級工業商業職業學校
6dkur          開明商業工業職業學校
6dl          輵
6dl      閺
6dlx 暫收
6dm 轀
6dm9            暫定
6dmu   轀
6don    暫別
6dow     開明中學
6dp          六星期
6dp1 間隔
6dpj            間期
6dpt        間隙
6dr.        闇弱
6dr7         暫留
6drk 開明工商
6ds      問題在
6ds      問題有
6ds        暫時在
6dsg   暫存
6dsj      暫有
6dt          輕量級
6dt        六甲鄉
6dt1     間斷
6dt2       問題少年
6dtx            暫緩
6du 轀
6du0            間道
6dv         牌照稅
6dva 間奏
6dvd 暫替
6dwk  問題兒童
6dww          間出
6dx6d        暫時沒問題
6dxs     暫時沒有
6dxs6 暫時沒有問題
6dz 暫時性
6dz   間歇性
6e          閂
6e.         轉
6e.       狀元郎
6e0            鑋
6e1        軯
6e1      閛
6e22  壯烈犧牲
6e4  輕一點
6e4t       門可羅雀
6e5       牋
6e5     戕
6e5       臧
6e5 輚
6e5   軾
6e5 閾
6e55        牋
6e55       輚
6e6    閂門
6e6        問一問
6e6           聞一聞
6e6            轉一轉
6e6f  開天闢地
6e7 輻
6e8            車頭
6e8 車頂
6e9          門徒
6e9 車下
6e9      門下
6e9      開元路
6e;          輊
6e;        將可以
6e;    將可能
6e;       將再以
6e;f           輊
6ea          輛
6ebe 敷衍了事
6ec       軘
6ec            問到底
6ed         轉
6ed.         轉
6ee          閆
6ee    悶得很
6ee         連雲街
6ee   開元街
6eee       閆
6ef       輊
6ef    車型
6ef 將到達
6ef  輸得起
6efh   斬頭去尾
6ej 軻
6ej         牁
6ej      閜
6ej         六街
6ej   車行
6ejb       輕裘肥馬
6eko    開平高中
6ekp     開平高職
6ekto         開平高級中學
6ektr           開平高級工商職業學校
6ektr   開平高級工業商業職業學
6ekx       開元之治
6el   輕
6el      鑋
6el0         鑋
6elr            輕
6em       輛
6em        軾
6em           開天窗
6ema        輛
6emf          敷衍塞責
6eo        鬥
6eo   輻
6eo 軻
6eo         閜
6eo          牁
6eo   閾
6eo5     閾
6eo7 輻
6eoj 軻
6eoj    牁
6eoj    閜
6eow          開平中學
6ep 轉型期
6eq        軏
6eqq 軟式磁碟
6eqqi           軟式磁碟機
6er            輕
6er  軾
6er     臧
6er       門徑
6er5     軾
6erk       開平工商
6es            軒
6es 閈
6ess         閈
6ets      輕裘緩帶
6eu          開
6eu    軯
6eu 閛
6eu      牆頭草
6eu1           閛
6eu1         軯
6ew          軘
6ewu 牆頭兒草
6ez    悶得慌
6f 壯
6f         鬥士
6f.d   車載斗量
6f.m         壯志凌雲
6f.v  壯族
6f/   車場
6f/          開場白
6f/c         閨範
6f0      闥
6f22       壯年
6f4    牘
6f48      牘
6f5        車城
6f6          閨門
6f61          車轂轆話
6f6o        壯闊
